Country_Region,Date,Doses_admin,People_partially_vaccinated,People_fully_vaccinated,Report_Date_String,UID,Province_State
Afghanistan,2/22/2021,0,0,0,2/22/2021,4,
Afghanistan,2/23/2021,0,0,0,2/23/2021,4,
Afghanistan,2/24/2021,0,0,0,2/24/2021,4,
Afghanistan,2/25/2021,0,0,0,2/25/2021,4,
Afghanistan,2/26/2021,0,0,0,2/26/2021,4,
Afghanistan,2/27/2021,0,0,0,2/27/2021,4,
Afghanistan,2/28/2021,8200,8200,0,2/28/2021,4,
Afghanistan,3/1/2021,8200,8200,0,3/1/2021,4,
Afghanistan,3/2/2021,8200,8200,0,3/2/2021,4,
Afghanistan,3/3/2021,8200,8200,0,3/3/2021,4,
Afghanistan,3/4/2021,8200,8200,0,3/4/2021,4,
Afghanistan,3/5/2021,8200,8200,0,3/5/2021,4,
Afghanistan,3/6/2021,8200,8200,0,3/6/2021,4,
Afghanistan,3/7/2021,8200,8200,0,3/7/2021,4,
Afghanistan,3/8/2021,8200,8200,0,3/8/2021,4,
Afghanistan,3/9/2021,8200,8200,0,3/9/2021,4,
Afghanistan,3/10/2021,8200,8200,0,3/10/2021,4,
Afghanistan,3/11/2021,8200,8200,0,3/11/2021,4,
Afghanistan,3/12/2021,8200,8200,0,3/12/2021,4,
Afghanistan,3/13/2021,8200,8200,0,3/13/2021,4,
Afghanistan,3/14/2021,8200,8200,0,3/14/2021,4,
Afghanistan,3/15/2021,8200,8200,0,3/15/2021,4,
Afghanistan,3/16/2021,54000,54000,0,3/16/2021,4,
Afghanistan,3/17/2021,54000,54000,0,3/17/2021,4,
Afghanistan,3/18/2021,54000,54000,0,3/18/2021,4,
Afghanistan,3/19/2021,54000,54000,0,3/19/2021,4,
Afghanistan,3/20/2021,54000,54000,0,3/20/2021,4,
Afghanistan,3/21/2021,54000,54000,0,3/21/2021,4,
Afghanistan,3/22/2021,54000,54000,0,3/22/2021,4,
Afghanistan,3/23/2021,54000,54000,0,3/23/2021,4,
Afghanistan,3/24/2021,54000,54000,0,3/24/2021,4,
Afghanistan,3/25/2021,54000,54000,0,3/25/2021,4,
Afghanistan,3/26/2021,54000,54000,0,3/26/2021,4,
Afghanistan,3/27/2021,54000,54000,0,3/27/2021,4,
Afghanistan,3/28/2021,54000,54000,0,3/28/2021,4,
Afghanistan,3/29/2021,54000,54000,0,3/29/2021,4,
Afghanistan,3/30/2021,54000,54000,0,3/30/2021,4,
Afghanistan,3/31/2021,54000,54000,0,3/31/2021,4,
Afghanistan,4/1/2021,54000,54000,0,4/1/2021,4,
Afghanistan,4/2/2021,54000,54000,0,4/2/2021,4,
Afghanistan,4/3/2021,54000,54000,0,4/3/2021,4,
Afghanistan,4/4/2021,54000,54000,0,4/4/2021,4,
Afghanistan,4/5/2021,54000,54000,0,4/5/2021,4,
Afghanistan,4/6/2021,54000,54000,0,4/6/2021,4,
Afghanistan,4/7/2021,120000,120000,0,4/7/2021,4,
Afghanistan,4/8/2021,120000,120000,0,4/8/2021,4,
Afghanistan,4/9/2021,120000,120000,0,4/9/2021,4,
Afghanistan,4/10/2021,120000,120000,0,4/10/2021,4,
Afghanistan,4/11/2021,120000,120000,0,4/11/2021,4,
Afghanistan,4/12/2021,120000,120000,0,4/12/2021,4,
Afghanistan,4/13/2021,120000,120000,0,4/13/2021,4,
Afghanistan,4/14/2021,120000,120000,0,4/14/2021,4,
Afghanistan,4/15/2021,120000,120000,0,4/15/2021,4,
Afghanistan,4/16/2021,120000,120000,0,4/16/2021,4,
Afghanistan,4/17/2021,120000,120000,0,4/17/2021,4,
Afghanistan,4/18/2021,120000,120000,0,4/18/2021,4,
Afghanistan,4/19/2021,120000,120000,0,4/19/2021,4,
Afghanistan,4/20/2021,120000,120000,0,4/20/2021,4,
Afghanistan,4/21/2021,120000,120000,0,4/21/2021,4,
Afghanistan,4/22/2021,240000,240000,0,4/22/2021,4,
Afghanistan,5/11/2021,240000,240000,0,5/12/2021,4,
Afghanistan,5/12/2021,504502,448878,55624,5/13/2021,4,
Afghanistan,5/13/2021,504502,448878,55624,5/14/2021,4,
Afghanistan,5/14/2021,504502,448878,55624,5/15/2021,4,
Afghanistan,5/15/2021,504502,448878,55624,5/16/2021,4,
Afghanistan,5/16/2021,504502,448878,55624,5/17/2021,4,
Afghanistan,5/17/2021,504502,448878,55624,5/18/2021,4,
Afghanistan,5/18/2021,504502,448878,55624,5/19/2021,4,
Afghanistan,5/19/2021,504502,448878,55624,5/20/2021,4,
Afghanistan,5/20/2021,504502,448878,55624,5/21/2021,4,
Afghanistan,5/21/2021,547901,470341,77560,5/22/2021,4,
Afghanistan,5/22/2021,547901,470341,77560,5/23/2021,4,
Afghanistan,5/23/2021,547901,470341,77560,5/24/2021,4,
Afghanistan,5/24/2021,573277,476367,96910,5/25/2021,4,
Afghanistan,5/25/2021,573277,476367,96910,5/26/2021,4,
Afghanistan,5/26/2021,590454,479372,111082,5/27/2021,4,
Afghanistan,5/27/2021,590454,479372,111082,5/28/2021,4,
Afghanistan,5/28/2021,590454,479372,111082,5/29/2021,4,
Afghanistan,5/29/2021,593313,479574,113739,5/30/2021,4,
Afghanistan,5/30/2021,593313,480226,119926,5/31/2021,4,
Afghanistan,5/31/2021,600152,480226,119926,6/1/2021,4,
Albania,1/10/2021,0,0,0,1/10/2021,8,
Albania,1/11/2021,0,0,0,1/11/2021,8,
Albania,1/12/2021,128,128,0,1/12/2021,8,
Albania,1/13/2021,188,188,0,1/13/2021,8,
Albania,1/14/2021,266,266,0,1/14/2021,8,
Albania,1/15/2021,308,308,0,1/15/2021,8,
Albania,1/16/2021,369,369,0,1/16/2021,8,
Albania,1/17/2021,405,405,0,1/17/2021,8,
Albania,1/18/2021,447,447,0,1/18/2021,8,
Albania,1/19/2021,483,483,0,1/19/2021,8,
Albania,1/20/2021,519,519,0,1/20/2021,8,
Albania,1/21/2021,549,549,0,1/21/2021,8,
Albania,1/22/2021,549,549,0,1/22/2021,8,
Albania,1/23/2021,549,549,0,1/23/2021,8,
Albania,1/24/2021,549,549,0,1/24/2021,8,
Albania,1/25/2021,549,549,0,1/25/2021,8,
Albania,1/26/2021,549,549,0,1/26/2021,8,
Albania,1/27/2021,549,549,0,1/27/2021,8,
Albania,1/28/2021,549,549,0,1/28/2021,8,
Albania,1/29/2021,549,549,0,1/29/2021,8,
Albania,1/30/2021,549,549,0,1/30/2021,8,
Albania,1/31/2021,549,549,0,1/31/2021,8,
Albania,2/1/2021,549,549,0,2/1/2021,8,
Albania,2/2/2021,550,549,1,2/2/2021,8,
Albania,2/3/2021,550,549,1,2/3/2021,8,
Albania,2/4/2021,550,549,1,2/4/2021,8,
Albania,2/5/2021,550,549,1,2/5/2021,8,
Albania,2/6/2021,550,549,1,2/6/2021,8,
Albania,2/7/2021,550,549,1,2/7/2021,8,
Albania,2/8/2021,550,549,1,2/8/2021,8,
Albania,2/9/2021,1127,689,438,2/9/2021,8,
Albania,2/10/2021,1127,689,438,2/10/2021,8,
Albania,2/11/2021,1127,689,438,2/11/2021,8,
Albania,2/12/2021,1127,689,438,2/12/2021,8,
Albania,2/13/2021,1127,689,438,2/13/2021,8,
Albania,2/14/2021,1127,689,438,2/14/2021,8,
Albania,2/15/2021,1127,689,438,2/15/2021,8,
Albania,2/16/2021,1127,689,438,2/16/2021,8,
Albania,2/17/2021,1701,1090,611,2/17/2021,8,
Albania,2/18/2021,3049,2438,611,2/18/2021,8,
Albania,2/19/2021,4177,2438,611,2/19/2021,8,
Albania,2/20/2021,4177,2438,611,2/20/2021,8,
Albania,2/21/2021,4177,2438,611,2/21/2021,8,
Albania,2/22/2021,6728,6073,655,2/22/2021,8,
Albania,2/23/2021,6728,6073,655,2/23/2021,8,
Albania,2/24/2021,6728,6073,655,2/24/2021,8,
Albania,2/25/2021,10135,6073,655,2/25/2021,8,
Albania,2/26/2021,10135,6073,655,2/26/2021,8,
Albania,2/27/2021,10135,6073,655,2/27/2021,8,
Albania,2/28/2021,10135,6073,655,2/28/2021,8,
Albania,3/1/2021,14295,6073,655,3/1/2021,8,
Albania,3/2/2021,14295,6073,655,3/2/2021,8,
Albania,3/3/2021,15793,6073,655,3/3/2021,8,
Albania,3/4/2021,15793,6073,655,3/4/2021,8,
Albania,3/5/2021,15793,6073,655,3/5/2021,8,
Albania,3/6/2021,15793,6073,655,3/6/2021,8,
Albania,3/7/2021,15793,6073,655,3/7/2021,8,
Albania,3/8/2021,15793,6073,655,3/8/2021,8,
Albania,3/9/2021,15793,6073,655,3/9/2021,8,
Albania,3/10/2021,21613,6073,655,3/10/2021,8,
Albania,3/11/2021,21613,6073,655,3/11/2021,8,
Albania,3/12/2021,23635,6073,655,3/12/2021,8,
Albania,3/13/2021,23635,6073,655,3/13/2021,8,
Albania,3/14/2021,23635,6073,655,3/14/2021,8,
Albania,3/15/2021,23635,6073,655,3/15/2021,8,
Albania,3/16/2021,23635,6073,655,3/16/2021,8,
Albania,3/17/2021,33369,6073,655,3/17/2021,8,
Albania,3/18/2021,33369,6073,655,3/18/2021,8,
Albania,3/19/2021,33369,6073,655,3/19/2021,8,
Albania,3/20/2021,33369,6073,655,3/20/2021,8,
Albania,3/21/2021,33369,6073,655,3/21/2021,8,
Albania,3/22/2021,48229,6073,655,3/22/2021,8,
Albania,3/23/2021,51690,6073,655,3/23/2021,8,
Albania,3/24/2021,53992,6073,655,3/24/2021,8,
Albania,3/25/2021,59348,6073,655,3/25/2021,8,
Albania,3/26/2021,62248,6073,655,3/26/2021,8,
Albania,3/27/2021,64075,6073,655,3/27/2021,8,
Albania,3/28/2021,78000,6073,655,3/28/2021,8,
Albania,3/29/2021,78000,6073,655,3/29/2021,8,
Albania,3/30/2021,119321,6073,655,3/30/2021,8,
Albania,3/31/2021,138846,6073,655,3/31/2021,8,
Albania,4/1/2021,155463,6073,655,4/1/2021,8,
Albania,4/2/2021,172486,6073,655,4/2/2021,8,
Albania,4/3/2021,185496,6073,655,4/3/2021,8,
Albania,4/4/2021,192882,6073,655,4/4/2021,8,
Albania,4/5/2021,206708,6073,655,4/5/2021,8,
Albania,4/6/2021,221588,6073,655,4/6/2021,8,
Albania,4/7/2021,232379,6073,655,4/7/2021,8,
Albania,4/8/2021,242542,6073,655,4/8/2021,8,
Albania,4/9/2021,250676,6073,655,4/9/2021,8,
Albania,4/10/2021,256810,6073,655,4/10/2021,8,
Albania,4/11/2021,256810,6073,655,4/11/2021,8,
Albania,4/12/2021,267531,6073,655,4/12/2021,8,
Albania,4/13/2021,281216,6073,655,4/13/2021,8,
Albania,4/14/2021,281216,6073,655,4/14/2021,8,
Albania,4/15/2021,304488,6073,655,4/15/2021,8,
Albania,4/16/2021,314622,6073,655,4/16/2021,8,
Albania,4/17/2021,324840,6073,655,4/17/2021,8,
Albania,4/18/2021,332905,6073,655,4/18/2021,8,
Albania,4/19/2021,345934,6073,655,4/19/2021,8,
Albania,4/20/2021,350000,6073,655,4/20/2021,8,
Albania,4/21/2021,372075,6073,655,4/21/2021,8,
Albania,4/22/2021,382998,6073,655,4/22/2021,8,
Albania,4/23/2021,391351,6073,655,4/23/2021,8,
Albania,4/24/2021,400064,6073,655,4/24/2021,8,
Albania,4/25/2021,400064,6073,655,4/25/2021,8,
Albania,4/26/2021,408619,6073,655,4/26/2021,8,
Albania,4/27/2021,416855,6073,655,4/27/2021,8,
Albania,4/28/2021,433628,6073,655,4/28/2021,8,
Albania,4/29/2021,453248,6073,655,4/29/2021,8,
Albania,4/30/2021,476903,6073,655,4/30/2021,8,
Albania,5/1/2021,494028,6073,655,5/1/2021,8,
Albania,5/2/2021,494028,6073,655,5/2/2021,8,
Albania,5/3/2021,517501,6073,655,5/3/2021,8,
Albania,5/4/2021,537387,6073,655,5/4/2021,8,
Albania,5/5/2021,556584,6073,655,5/5/2021,8,
Albania,5/6/2021,572226,6073,655,5/6/2021,8,
Albania,5/7/2021,585693,6073,655,5/7/2021,8,
Albania,5/8/2021,596766,6073,655,5/8/2021,8,
Albania,5/11/2021,596766,6073,655,5/12/2021,8,
Albania,5/12/2021,596766,6073,655,5/13/2021,8,
Albania,5/13/2021,632676,444755,187921,5/14/2021,8,
Albania,5/14/2021,653330,448571,204759,5/15/2021,8,
Albania,5/15/2021,653330,448571,204759,5/16/2021,8,
Albania,5/16/2021,653330,448571,204759,5/17/2021,8,
Albania,5/17/2021,680083,456980,223103,5/18/2021,8,
Albania,5/18/2021,680083,456980,223103,5/19/2021,8,
Albania,5/19/2021,688947,460191,228756,5/20/2021,8,
Albania,5/20/2021,703743,466083,237660,5/21/2021,8,
Albania,5/21/2021,703743,466083,237660,5/22/2021,8,
Albania,5/22/2021,708846,469169,239677,5/23/2021,8,
Albania,5/23/2021,708846,469169,239677,5/24/2021,8,
Albania,5/24/2021,725135,475237,249898,5/25/2021,8,
Albania,5/25/2021,725135,475237,249898,5/26/2021,8,
Albania,5/26/2021,748986,479789,269197,5/27/2021,8,
Albania,5/27/2021,759043,481788,277255,5/28/2021,8,
Albania,5/28/2021,759043,481788,277255,5/29/2021,8,
Albania,5/29/2021,759043,481788,277255,5/30/2021,8,
Albania,5/30/2021,772204,485162,287042,5/31/2021,8,
Albania,5/31/2021,776461,486128,290333,6/1/2021,8,
Algeria,1/29/2021,0,0,0,1/29/2021,12,
Algeria,1/30/2021,30,0,0,1/30/2021,12,
Algeria,1/31/2021,30,0,0,1/31/2021,12,
Algeria,2/1/2021,30,0,0,2/1/2021,12,
Algeria,2/2/2021,30,0,0,2/2/2021,12,
Algeria,2/3/2021,30,0,0,2/3/2021,12,
Algeria,2/4/2021,30,0,0,2/4/2021,12,
Algeria,2/5/2021,30,0,0,2/5/2021,12,
Algeria,2/6/2021,30,0,0,2/6/2021,12,
Algeria,2/7/2021,30,0,0,2/7/2021,12,
Algeria,2/8/2021,30,0,0,2/8/2021,12,
Algeria,2/9/2021,30,0,0,2/9/2021,12,
Algeria,2/10/2021,30,0,0,2/10/2021,12,
Algeria,2/11/2021,30,0,0,2/11/2021,12,
Algeria,2/12/2021,30,0,0,2/12/2021,12,
Algeria,2/13/2021,30,0,0,2/13/2021,12,
Algeria,2/14/2021,30,0,0,2/14/2021,12,
Algeria,2/15/2021,30,0,0,2/15/2021,12,
Algeria,2/16/2021,30,0,0,2/16/2021,12,
Algeria,2/17/2021,30,0,0,2/17/2021,12,
Algeria,2/18/2021,30,0,0,2/18/2021,12,
Algeria,2/19/2021,75000,0,0,2/19/2021,12,
Algeria,5/11/2021,75000,0,0,5/12/2021,12,
Algeria,5/12/2021,75000,0,0,5/13/2021,12,
Algeria,5/13/2021,75000,0,0,5/14/2021,12,
Algeria,5/14/2021,75000,0,0,5/15/2021,12,
Algeria,5/15/2021,75000,0,0,5/16/2021,12,
Algeria,5/16/2021,75000,0,0,5/17/2021,12,
Algeria,5/17/2021,75000,0,0,5/18/2021,12,
Algeria,5/18/2021,75000,0,0,5/19/2021,12,
Algeria,5/19/2021,75000,0,0,5/20/2021,12,
Algeria,5/20/2021,75000,0,0,5/21/2021,12,
Algeria,5/21/2021,75000,0,0,5/22/2021,12,
Algeria,5/22/2021,75000,0,0,5/23/2021,12,
Algeria,5/23/2021,75000,0,0,5/24/2021,12,
Algeria,5/24/2021,75000,0,0,5/25/2021,12,
Algeria,5/25/2021,75000,0,0,5/26/2021,12,
Algeria,5/26/2021,75000,0,0,5/27/2021,12,
Algeria,5/27/2021,75000,0,0,5/28/2021,12,
Algeria,5/28/2021,75000,0,0,5/29/2021,12,
Algeria,5/29/2021,75000,0,0,5/30/2021,12,
Algeria,5/30/2021,75000,0,0,5/31/2021,12,
Algeria,5/31/2021,75000,0,0,6/1/2021,12,
Andorra,1/25/2021,576,576,0,1/25/2021,20,
Andorra,1/26/2021,576,576,0,1/26/2021,20,
Andorra,1/27/2021,576,576,0,1/27/2021,20,
Andorra,1/28/2021,576,576,0,1/28/2021,20,
Andorra,1/29/2021,576,576,0,1/29/2021,20,
Andorra,1/30/2021,576,576,0,1/30/2021,20,
Andorra,1/31/2021,576,576,0,1/31/2021,20,
Andorra,2/1/2021,1036,1036,0,2/1/2021,20,
Andorra,2/2/2021,1036,1036,0,2/2/2021,20,
Andorra,2/3/2021,1036,1036,0,2/3/2021,20,
Andorra,2/4/2021,1036,1036,0,2/4/2021,20,
Andorra,2/5/2021,1036,1036,0,2/5/2021,20,
Andorra,2/6/2021,1036,1036,0,2/6/2021,20,
Andorra,2/7/2021,1036,1036,0,2/7/2021,20,
Andorra,2/8/2021,1036,1036,0,2/8/2021,20,
Andorra,2/9/2021,1036,1036,0,2/9/2021,20,
Andorra,2/10/2021,1291,1291,0,2/10/2021,20,
Andorra,2/11/2021,1291,1291,0,2/11/2021,20,
Andorra,2/12/2021,1622,1622,0,2/12/2021,20,
Andorra,2/13/2021,1622,1622,0,2/13/2021,20,
Andorra,2/14/2021,1622,1622,0,2/14/2021,20,
Andorra,2/15/2021,1622,1622,0,2/15/2021,20,
Andorra,2/16/2021,1622,1622,0,2/16/2021,20,
Andorra,2/17/2021,1622,1622,0,2/17/2021,20,
Andorra,2/18/2021,1622,1622,0,2/18/2021,20,
Andorra,2/19/2021,2141,2141,0,2/19/2021,20,
Andorra,2/20/2021,2141,2141,0,2/20/2021,20,
Andorra,2/21/2021,2141,2141,0,2/21/2021,20,
Andorra,2/22/2021,2141,2141,0,2/22/2021,20,
Andorra,2/23/2021,2141,2141,0,2/23/2021,20,
Andorra,2/24/2021,2390,2390,0,2/24/2021,20,
Andorra,2/25/2021,2390,2390,0,2/25/2021,20,
Andorra,2/26/2021,2526,2390,0,2/26/2021,20,
Andorra,2/27/2021,2526,2390,0,2/27/2021,20,
Andorra,2/28/2021,2526,2390,0,2/28/2021,20,
Andorra,3/1/2021,2526,2390,0,3/1/2021,20,
Andorra,3/2/2021,2526,2390,0,3/2/2021,20,
Andorra,3/3/2021,2526,2390,0,3/3/2021,20,
Andorra,3/4/2021,2526,2390,0,3/4/2021,20,
Andorra,3/5/2021,2526,2390,0,3/5/2021,20,
Andorra,3/6/2021,2526,2390,0,3/6/2021,20,
Andorra,3/7/2021,2526,2390,0,3/7/2021,20,
Andorra,3/8/2021,3611,2439,1172,3/8/2021,20,
Andorra,3/9/2021,3611,2439,1172,3/9/2021,20,
Andorra,3/10/2021,4914,3650,1264,3/10/2021,20,
Andorra,3/11/2021,4914,3650,1264,3/11/2021,20,
Andorra,3/12/2021,4914,3650,1264,3/12/2021,20,
Andorra,3/13/2021,4914,3650,1264,3/13/2021,20,
Andorra,3/14/2021,4914,3650,1264,3/14/2021,20,
Andorra,3/15/2021,8363,7098,1265,3/15/2021,20,
Andorra,3/16/2021,8363,7098,1265,3/16/2021,20,
Andorra,3/17/2021,8363,7098,1265,3/17/2021,20,
Andorra,3/18/2021,8363,7098,1265,3/18/2021,20,
Andorra,3/19/2021,9288,7098,1265,3/19/2021,20,
Andorra,3/20/2021,9288,7098,1265,3/20/2021,20,
Andorra,3/21/2021,9288,7098,1265,3/21/2021,20,
Andorra,3/22/2021,9288,7098,1265,3/22/2021,20,
Andorra,3/23/2021,9288,7098,1265,3/23/2021,20,
Andorra,3/24/2021,9288,7098,1265,3/24/2021,20,
Andorra,3/25/2021,9288,7098,1265,3/25/2021,20,
Andorra,3/26/2021,9288,7098,1265,3/26/2021,20,
Andorra,3/27/2021,9288,7098,1265,3/27/2021,20,
Andorra,3/28/2021,9288,7098,1265,3/28/2021,20,
Andorra,3/29/2021,9288,7098,1265,3/29/2021,20,
Andorra,3/30/2021,9288,7098,1265,3/30/2021,20,
Andorra,3/31/2021,9288,7098,1265,3/31/2021,20,
Andorra,4/1/2021,9288,7098,1265,4/1/2021,20,
Andorra,4/2/2021,9288,7098,1265,4/2/2021,20,
Andorra,4/3/2021,9288,7098,1265,4/3/2021,20,
Andorra,4/4/2021,12440,7098,1265,4/4/2021,20,
Andorra,4/5/2021,15269,9781,4484,4/5/2021,20,
Andorra,4/6/2021,15269,9781,4484,4/6/2021,20,
Andorra,4/7/2021,15269,9781,4484,4/7/2021,20,
Andorra,4/8/2021,15269,9781,4484,4/8/2021,20,
Andorra,4/9/2021,15269,9781,4484,4/9/2021,20,
Andorra,4/10/2021,15269,9781,4484,4/10/2021,20,
Andorra,4/11/2021,17091,9781,4484,4/11/2021,20,
Andorra,4/12/2021,19064,9781,4484,4/12/2021,20,
Andorra,4/13/2021,19064,9781,4484,4/13/2021,20,
Andorra,4/14/2021,19064,9781,4484,4/14/2021,20,
Andorra,4/15/2021,19064,9781,4484,4/15/2021,20,
Andorra,4/16/2021,19064,9781,4484,4/16/2021,20,
Andorra,4/17/2021,19064,9781,4484,4/17/2021,20,
Andorra,4/18/2021,19064,9781,4484,4/18/2021,20,
Andorra,4/19/2021,26414,21733,4681,4/19/2021,20,
Andorra,4/20/2021,26414,21733,4681,4/20/2021,20,
Andorra,4/21/2021,26414,21733,4681,4/21/2021,20,
Andorra,4/22/2021,26414,21733,4681,4/22/2021,20,
Andorra,4/23/2021,26414,21733,4681,4/23/2021,20,
Andorra,4/24/2021,26414,21733,4681,4/24/2021,20,
Andorra,4/25/2021,26414,21733,4681,4/25/2021,20,
Andorra,4/26/2021,28503,23822,4681,4/26/2021,20,
Andorra,4/27/2021,28503,23822,4681,4/27/2021,20,
Andorra,4/28/2021,28503,23822,4681,4/28/2021,20,
Andorra,4/29/2021,28503,23822,4681,4/29/2021,20,
Andorra,4/30/2021,28503,23822,4681,4/30/2021,20,
Andorra,5/1/2021,28503,23822,4681,5/1/2021,20,
Andorra,5/2/2021,28503,23822,4681,5/2/2021,20,
Andorra,5/3/2021,28881,24182,4699,5/3/2021,20,
Andorra,5/11/2021,28881,24182,4699,5/12/2021,20,
Andorra,5/12/2021,28881,24182,4699,5/13/2021,20,
Andorra,5/13/2021,28881,24182,4699,5/14/2021,20,
Andorra,5/14/2021,31633,26931,4702,5/15/2021,20,
Andorra,5/15/2021,31633,26931,4702,5/16/2021,20,
Andorra,5/16/2021,31633,26931,4702,5/17/2021,20,
Andorra,5/17/2021,31633,26931,4702,5/18/2021,20,
Andorra,5/18/2021,31633,26931,4702,5/19/2021,20,
Andorra,5/19/2021,31633,26931,4702,5/20/2021,20,
Andorra,5/20/2021,31633,26931,4702,5/21/2021,20,
Andorra,5/21/2021,32317,27613,4704,5/22/2021,20,
Andorra,5/22/2021,32317,27613,4704,5/23/2021,20,
Andorra,5/23/2021,32317,27613,4704,5/24/2021,20,
Andorra,5/24/2021,32317,27613,4704,5/25/2021,20,
Andorra,5/25/2021,32317,27613,4704,5/26/2021,20,
Andorra,5/26/2021,32317,27613,4704,5/27/2021,20,
Andorra,5/27/2021,32317,27613,4704,5/28/2021,20,
Andorra,5/28/2021,32317,27613,4704,5/29/2021,20,
Andorra,5/29/2021,32317,27613,4704,5/30/2021,20,
Andorra,5/30/2021,32317,27613,4704,5/31/2021,20,
Andorra,5/31/2021,32317,27613,4704,6/1/2021,20,
Angola,3/1/2021,0,0,0,3/1/2021,24,
Angola,3/2/2021,0,0,0,3/2/2021,24,
Angola,3/3/2021,0,0,0,3/3/2021,24,
Angola,3/4/2021,0,0,0,3/4/2021,24,
Angola,3/5/2021,0,0,0,3/5/2021,24,
Angola,3/6/2021,0,0,0,3/6/2021,24,
Angola,3/7/2021,0,0,0,3/7/2021,24,
Angola,3/8/2021,6169,6169,0,3/8/2021,24,
Angola,3/9/2021,6169,6169,0,3/9/2021,24,
Angola,3/10/2021,6169,6169,0,3/10/2021,24,
Angola,3/11/2021,6169,6169,0,3/11/2021,24,
Angola,3/12/2021,6169,6169,0,3/12/2021,24,
Angola,3/13/2021,6169,6169,0,3/13/2021,24,
Angola,3/14/2021,6169,6169,0,3/14/2021,24,
Angola,3/15/2021,6169,6169,0,3/15/2021,24,
Angola,3/16/2021,6169,6169,0,3/16/2021,24,
Angola,3/17/2021,6169,6169,0,3/17/2021,24,
Angola,3/18/2021,49000,49000,0,3/18/2021,24,
Angola,3/19/2021,49000,49000,0,3/19/2021,24,
Angola,3/20/2021,49000,49000,0,3/20/2021,24,
Angola,3/21/2021,49000,49000,0,3/21/2021,24,
Angola,3/22/2021,49000,49000,0,3/22/2021,24,
Angola,3/23/2021,49000,49000,0,3/23/2021,24,
Angola,3/24/2021,87022,87022,0,3/24/2021,24,
Angola,3/25/2021,87022,87022,0,3/25/2021,24,
Angola,3/26/2021,87022,87022,0,3/26/2021,24,
Angola,3/27/2021,87022,87022,0,3/27/2021,24,
Angola,3/28/2021,87022,87022,0,3/28/2021,24,
Angola,3/29/2021,130750,130750,0,3/29/2021,24,
Angola,3/30/2021,130750,130750,0,3/30/2021,24,
Angola,3/31/2021,130750,130750,0,3/31/2021,24,
Angola,4/1/2021,130750,130750,0,4/1/2021,24,
Angola,4/2/2021,130750,130750,0,4/2/2021,24,
Angola,4/3/2021,130750,130750,0,4/3/2021,24,
Angola,4/4/2021,130750,130750,0,4/4/2021,24,
Angola,4/5/2021,130750,130750,0,4/5/2021,24,
Angola,4/6/2021,181578,181578,0,4/6/2021,24,
Angola,4/7/2021,181578,181578,0,4/7/2021,24,
Angola,4/8/2021,181578,181578,0,4/8/2021,24,
Angola,4/9/2021,181578,181578,0,4/9/2021,24,
Angola,4/10/2021,181578,181578,0,4/10/2021,24,
Angola,4/11/2021,245442,245442,0,4/11/2021,24,
Angola,4/12/2021,245442,245442,0,4/12/2021,24,
Angola,4/13/2021,245442,245442,0,4/13/2021,24,
Angola,4/14/2021,245442,245442,0,4/14/2021,24,
Angola,4/15/2021,245442,245442,0,4/15/2021,24,
Angola,4/16/2021,245442,245442,0,4/16/2021,24,
Angola,4/17/2021,245442,245442,0,4/17/2021,24,
Angola,4/18/2021,245442,245442,0,4/18/2021,24,
Angola,4/19/2021,395447,395447,0,4/19/2021,24,
Angola,4/20/2021,395447,395447,0,4/20/2021,24,
Angola,4/21/2021,395447,395447,0,4/21/2021,24,
Angola,4/22/2021,395447,395447,0,4/22/2021,24,
Angola,4/23/2021,456349,456349,0,4/23/2021,24,
Angola,5/11/2021,456349,456349,0,5/12/2021,24,
Angola,5/12/2021,626572,586377,40195,5/13/2021,24,
Angola,5/13/2021,626572,586377,40195,5/14/2021,24,
Angola,5/14/2021,626572,586377,40195,5/15/2021,24,
Angola,5/15/2021,626572,586377,40195,5/16/2021,24,
Angola,5/16/2021,626572,586377,40195,5/17/2021,24,
Angola,5/17/2021,626572,586377,40195,5/18/2021,24,
Angola,5/18/2021,681502,606287,75215,5/19/2021,24,
Angola,5/19/2021,681502,606287,75215,5/20/2021,24,
Angola,5/20/2021,681502,606287,75215,5/21/2021,24,
Angola,5/21/2021,757535,630984,126551,5/22/2021,24,
Angola,5/22/2021,757535,630984,126551,5/23/2021,24,
Angola,5/23/2021,757535,630984,126551,5/24/2021,24,
Angola,5/24/2021,757535,630984,126551,5/25/2021,24,
Angola,5/25/2021,757535,630984,126551,5/26/2021,24,
Angola,5/26/2021,859979,663049,196930,5/27/2021,24,
Angola,5/27/2021,859979,663049,196930,5/28/2021,24,
Angola,5/28/2021,859979,663049,196930,5/29/2021,24,
Angola,5/29/2021,859979,663049,196930,5/30/2021,24,
Angola,5/30/2021,859979,663049,196930,5/31/2021,24,
Angola,5/31/2021,909215,679034,230181,6/1/2021,24,
Antigua and Barbuda,2/16/2021,0,0,0,2/16/2021,28,
Antigua and Barbuda,2/17/2021,0,0,0,2/17/2021,28,
Antigua and Barbuda,2/18/2021,0,0,0,2/18/2021,28,
Antigua and Barbuda,2/19/2021,0,0,0,2/19/2021,28,
Antigua and Barbuda,2/20/2021,0,0,0,2/20/2021,28,
Antigua and Barbuda,2/21/2021,0,0,0,2/21/2021,28,
Antigua and Barbuda,2/22/2021,0,0,0,2/22/2021,28,
